Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape
mul,VECmulu,"[['VECmulu', (2, 512)]]","[['VECmulu', (2, 512)]]",[],{'sub'},{'add_7'},"[(2, 1, 1, 512)]","(2, 1, 1, 512)"
size_1,misc,[],[],[],{'input_ids'},{'getitem_4'},"[(2, 512)]","(1,)"
getitem_4,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_1'},{'add_1'},"[(1,)]","(1,)"
bert_embeddings_position_ids,misc,[],[],[],set(),{'getitem_5'},[],"(1, 512)"
add_1,misc,[],[],[],{'getitem_4'},{'getitem_5'},"[(1,)]","(1,)"
getitem_5,getitem,"[['MEM', ((1, 512), (1,), (1, 512))]]","[['MEM', ((1, 512), (1,))], ['MEM', ((1, 512), (1,))]]",[],"{'add_1', 'bert_embeddings_position_ids'}",{'bert_embeddings_position_embeddings'},"[(1, 512), (1,)]","(1, 512)"
bert_embeddings_word_embeddings,EMBEDDING,"[['MEM', ((2, 512), (2, 512, 1024))]]","[['MEM', ((30522, 1024),)], ['MEM', ((30522, 1024),)]]","[['VECadd', [1, 31254528]]]",{'input_ids'},{'add_2'},"[(2, 512)]","(2, 512, 1024)"
bert_embeddings_token_type_embeddings,misc,[],[],[],{'expand'},{'add_2'},"[(2, 512)]","(2, 512, 1024)"
add_2,VECadd,"[['VECadd', (1024, 1024)]]","[['MEM', ((1024, 1024),)], ['MEM', ((1024, 1024),)]]",[],"{'bert_embeddings_token_type_embeddings', 'bert_embeddings_word_embeddings'}",{'add_3'},"[(2, 512, 1024), (2, 512, 1024)]","(2, 512, 1024)"
bert_embeddings_position_embeddings,misc,[],[],[],{'getitem_5'},{'add_3'},"[(1, 512)]","(1, 512, 1024)"
add_3,VECadd,"[['VECadd', (1024, 1024)]]","[['MEM', ((1024, 1024),)], ['MEM', ((1024, 1024),)]]",[],"{'bert_embeddings_position_embeddings', 'add_2'}",{'bert_embeddings_layer_norm'},"[(2, 512, 1024), (1, 512, 1024)]","(2, 512, 1024)"
bert_embeddings_layer_norm,VECln,"[['VECln', (1024, 1024)]]","[['VECmul', (1024, 1024)]]","[['VECadd', [1, 1024]], ['VECadd', [1, 1024]]]",{'add_3'},{'bert_embeddings_dropout'},"[(2, 512, 1024)]","(2, 512, 1024)"
bert_embeddings_dropout,dropout,"[['MEM', ((2, 512, 1024), (2, 512, 1024))]]","[['MEM', ((2, 512, 1024),)], ['MEM', ((2, 512, 1024),)]]",[],{'bert_embeddings_layer_norm'},"{'add_9', 'bert_encoder_layer_0_attention_self_query', 'bert_encoder_layer_0_attention_self_value', 'bert_encoder_layer_0_attention_self_key'}","[(2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_attention_self_query,Linear,"[['Linear', (1024, 1024, 1024)]]","[['Linear', (1024, 1024, 1024)], ['Linear', (1024, 1024, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'bert_embeddings_dropout'},"{'view_2', 'size_4'}","[(2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_attention_self_key,Linear,"[['Linear', (1024, 1024, 1024)]]","[['Linear', (1024, 1024, 1024)], ['Linear', (1024, 1024, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'bert_embeddings_dropout'},"{'view', 'size_2'}","[(2, 512, 1024)]","(2, 512, 1024)"
size_2,misc,[],[],[],{'bert_encoder_layer_0_attention_self_key'},{'getitem_6'},"[(2, 512, 1024)]","(1,)"
getitem_6,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_2'},{'add_4'},"[(1,)]","(1,)"
add_4,misc,[],[],[],{'getitem_6'},{'view'},"[(1,)]","(1,)"
view,misc,[],[],[],"{'add_4', 'bert_encoder_layer_0_attention_self_key'}",{'permute'},"[(2, 512, 1024), (1,)]","(2, 512, 16, 64)"
permute,misc,[],[],[],{'view'},{'transpose'},"[(2, 512, 16, 64)]","(2, 16, 512, 64)"
bert_encoder_layer_0_attention_self_value,Linear,"[['Linear', (1024, 1024, 1024)]]","[['Linear', (1024, 1024, 1024)], ['Linear', (1024, 1024, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'bert_embeddings_dropout'},"{'view_1', 'size_3'}","[(2, 512, 1024)]","(2, 512, 1024)"
size_3,misc,[],[],[],{'bert_encoder_layer_0_attention_self_value'},{'getitem_7'},"[(2, 512, 1024)]","(1,)"
getitem_7,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_3'},{'add_5'},"[(1,)]","(1,)"
add_5,misc,[],[],[],{'getitem_7'},{'view_1'},"[(1,)]","(1,)"
view_1,misc,[],[],[],"{'bert_encoder_layer_0_attention_self_value', 'add_5'}",{'permute_1'},"[(2, 512, 1024), (1,)]","(2, 512, 16, 64)"
permute_1,misc,[],[],[],{'view_1'},{'matmul_1'},"[(2, 512, 16, 64)]","(2, 16, 512, 64)"
size_4,misc,[],[],[],{'bert_encoder_layer_0_attention_self_query'},{'getitem_8'},"[(2, 512, 1024)]","(1,)"
getitem_8,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_4'},{'add_6'},"[(1,)]","(1,)"
add_6,misc,[],[],[],{'getitem_8'},{'view_2'},"[(1,)]","(1,)"
view_2,misc,[],[],[],"{'bert_encoder_layer_0_attention_self_query', 'add_6'}",{'permute_2'},"[(2, 512, 1024), (1,)]","(2, 512, 16, 64)"
permute_2,misc,[],[],[],{'view_2'},{'matmul'},"[(2, 512, 16, 64)]","(2, 16, 512, 64)"
transpose,misc,[],[],[],{'permute'},{'matmul'},"[(2, 16, 512, 64)]","(2, 16, 64, 512)"
matmul,BMM,"[['BMM', (32, 512, 64, 512)]]","[['BMM', (32, 512, 512, 64)], ['BMM', (32, 64, 512, 512)]]",[],"{'transpose', 'permute_2'}",{'truediv'},"[(2, 16, 512, 64), (2, 16, 64, 512)]","(2, 16, 512, 512)"
truediv,VECdivu,"[['VECdivu', (16384, 512)]]","[['VECdivu', (16384, 512)]]",[],{'matmul'},{'add_7'},"[(2, 16, 512, 512)]","(2, 16, 512, 512)"
add_7,VECadd,"[['VECadd', (16384, 512)]]","[['MEM', ((16384, 512),)], ['MEM', ((16384, 512),)]]",[],"{'truediv', 'mul'}",{'softmax'},"[(2, 16, 512, 512), (2, 1, 1, 512)]","(2, 16, 512, 512)"
softmax,VECsoftmax,"[['VECsoftmax', (16384, 512)]]","[['VECmul', (16384, 512)], ['VECsoftmax', (16384, 512)]]",[],{'add_7'},{'bert_encoder_layer_0_attention_self_dropout'},"[(2, 16, 512, 512)]","(2, 16, 512, 512)"
bert_encoder_layer_0_attention_self_dropout,dropout,"[['MEM', ((2, 16, 512, 512), (2, 16, 512, 512))]]","[['MEM', ((2, 16, 512, 512),)], ['MEM', ((2, 16, 512, 512),)]]",[],{'softmax'},{'matmul_1'},"[(2, 16, 512, 512)]","(2, 16, 512, 512)"
matmul_1,BMM,"[['BMM', (32, 512, 512, 64)]]","[['BMM', (32, 512, 64, 512)], ['BMM', (32, 512, 512, 64)]]",[],"{'permute_1', 'bert_encoder_layer_0_attention_self_dropout'}",{'permute_3'},"[(2, 16, 512, 512), (2, 16, 512, 64)]","(2, 16, 512, 64)"
permute_3,misc,[],[],[],{'matmul_1'},{'contiguous'},"[(2, 16, 512, 64)]","(2, 512, 16, 64)"
contiguous,contiguous,"[['MEM', ((2, 512, 16, 64), (2, 512, 16, 64))]]","[['MEM', ((2, 512, 16, 64),)], ['MEM', ((2, 512, 16, 64),)]]",[],{'permute_3'},"{'size_5', 'view_3'}","[(2, 512, 16, 64)]","(2, 512, 16, 64)"
size_5,misc,[],[],[],{'contiguous'},{'getitem_9'},"[(2, 512, 16, 64)]","(1,)"
getitem_9,getitem,"[['MEM', ((1,), (1,))]]","[['MEM', ((1,),)], ['MEM', ((1,),)]]",[],{'size_5'},{'add_8'},"[(1,)]","(1,)"
add_8,misc,[],[],[],{'getitem_9'},{'view_3'},"[(1,)]","(1,)"
view_3,misc,[],[],[],"{'add_8', 'contiguous'}",{'bert_encoder_layer_0_attention_output_dense'},"[(2, 512, 16, 64), (1,)]","(2, 512, 1024)"
bert_encoder_layer_0_attention_output_dense,Linear,"[['Linear', (1024, 1024, 1024)]]","[['Linear', (1024, 1024, 1024)], ['Linear', (1024, 1024, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'view_3'},{'bert_encoder_layer_0_attention_output_dropout'},"[(2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_attention_output_dropout,dropout,"[['MEM', ((2, 512, 1024), (2, 512, 1024))]]","[['MEM', ((2, 512, 1024),)], ['MEM', ((2, 512, 1024),)]]",[],{'bert_encoder_layer_0_attention_output_dense'},{'add_9'},"[(2, 512, 1024)]","(2, 512, 1024)"
add_9,VECadd,"[['VECadd', (1024, 1024)]]","[['MEM', ((1024, 1024),)], ['MEM', ((1024, 1024),)]]",[],"{'bert_encoder_layer_0_attention_output_dropout', 'bert_embeddings_dropout'}",{'bert_encoder_layer_0_attention_output_layer_norm'},"[(2, 512, 1024), (2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_attention_output_layer_norm,VECln,"[['VECln', (1024, 1024)]]","[['VECmul', (1024, 1024)]]","[['VECadd', [1, 1024]], ['VECadd', [1, 1024]]]",{'add_9'},"{'bert_encoder_layer_0_intermediate_dense', 'add_10'}","[(2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_intermediate_dense,Linear,"[['Linear', (1024, 1024, 4096)]]","[['Linear', (1024, 4096, 1024)], ['Linear', (4096, 1024, 1024)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 4096]]]",{'bert_encoder_layer_0_attention_output_layer_norm'},{'gelu'},"[(2, 512, 1024)]","(2, 512, 4096)"
gelu,VECgelu,"[['VECgelu', (1024, 4096)]]","[['VECgelu', (1024, 4096)]]",[],{'bert_encoder_layer_0_intermediate_dense'},{'bert_encoder_layer_0_output_dense'},"[(2, 512, 4096)]","(2, 512, 4096)"
bert_encoder_layer_0_output_dense,Linear,"[['Linear', (1024, 4096, 1024)]]","[['Linear', (1024, 1024, 4096)], ['Linear', (1024, 1024, 4096)]]","[['VECadd', [1, 4194304]], ['VECadd', [1, 1024]]]",{'gelu'},{'bert_encoder_layer_0_output_dropout'},"[(2, 512, 4096)]","(2, 512, 1024)"
bert_encoder_layer_0_output_dropout,dropout,"[['MEM', ((2, 512, 1024), (2, 512, 1024))]]","[['MEM', ((2, 512, 1024),)], ['MEM', ((2, 512, 1024),)]]",[],{'bert_encoder_layer_0_output_dense'},{'add_10'},"[(2, 512, 1024)]","(2, 512, 1024)"
add_10,VECadd,"[['VECadd', (1024, 1024)]]","[['MEM', ((1024, 1024),)], ['MEM', ((1024, 1024),)]]",[],"{'bert_encoder_layer_0_attention_output_layer_norm', 'bert_encoder_layer_0_output_dropout'}",{'bert_encoder_layer_0_output_layer_norm'},"[(2, 512, 1024), (2, 512, 1024)]","(2, 512, 1024)"
bert_encoder_layer_0_output_layer_norm,VECln,"[['VECln', (1024, 1024)]]","[['VECmul', (1024, 1024)]]","[['VECadd', [1, 1024]], ['VECadd', [1, 1024]]]",{'add_10'},"{'cls_predictions_transform_dense', 'getitem_10'}","[(2, 512, 1024)]","(2, 512, 1024)"
getitem_10,getitem,"[['MEM', ((2, 512, 1024), (2, 1024))]]","[['MEM', ((2, 512, 1024),)], ['MEM', ((2, 512, 1024),)]]",[],{'bert_encoder_layer_0_output_layer_norm'},{'bert_pooler_dense'},"[(2, 512, 1024)]","(2, 1024)"
bert_pooler_dense,Linear,"[['Linear', (2, 1024, 1024)]]","[['Linear', (2, 1024, 1024)], ['Linear', (1024, 2, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'getitem_10'},{'bert_pooler_activation'},"[(2, 1024)]","(2, 1024)"
bert_pooler_activation,VECrelu,"[['VECrelu', (2, 1024)]]","[['VECrelu', (2, 1024)]]",[],{'bert_pooler_dense'},{'cls_seq_relationship'},"[(2, 1024)]","(2, 1024)"
cls_predictions_transform_dense,Linear,"[['Linear', (1024, 1024, 1024)]]","[['Linear', (1024, 1024, 1024)], ['Linear', (1024, 1024, 1024)]]","[['VECadd', [1, 1048576]], ['VECadd', [1, 1024]]]",{'bert_encoder_layer_0_output_layer_norm'},{'gelu_1'},"[(2, 512, 1024)]","(2, 512, 1024)"
gelu_1,VECgelu,"[['VECgelu', (1024, 1024)]]","[['VECgelu', (1024, 1024)]]",[],{'cls_predictions_transform_dense'},{'cls_predictions_transform_layer_norm'},"[(2, 512, 1024)]","(2, 512, 1024)"
cls_predictions_transform_layer_norm,VECln,"[['VECln', (1024, 1024)]]","[['VECmul', (1024, 1024)]]","[['VECadd', [1, 1024]], ['VECadd', [1, 1024]]]",{'gelu_1'},{'cls_predictions_decoder'},"[(2, 512, 1024)]","(2, 512, 1024)"
cls_predictions_decoder,Linear,"[['Linear', (1024, 1024, 30522)]]","[['Linear', (1024, 30522, 1024)], ['Linear', (30522, 1024, 1024)]]","[['VECadd', [1, 31254528]], ['VECadd', [1, 30522]]]",{'cls_predictions_transform_layer_norm'},{'output'},"[(2, 512, 1024)]","(2, 512, 30522)"
cls_seq_relationship,Linear,"[['Linear', (2, 1024, 2)]]","[['Linear', (2, 2, 1024)], ['Linear', (2, 2, 1024)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2]]]",{'bert_pooler_activation'},{'output'},"[(2, 1024)]","(2, 2)"
output,output,[],[],[],"{'cls_seq_relationship', 'cls_predictions_decoder'}",set(),"[(2, 512, 30522), (2, 2)]","(2, 2)"
