OPName,Latency,Device,Torch Version,CUDNN Version,Kernel Name,Warps per SM,Blocks per SM,Grid x,Grid y,Grid z,Block x,Block y,Block z,CUDA Version,Kernels,B,M,N,K
linear,0.24236799776554108,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,32.0,4.0,40,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,156,1017,1262
linear,0.15899733702341715,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,35.2,4.4,11,2,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,50,753,1302
linear,0.404533326625824,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,22.4,11.2,28,4,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,199,977,1784
linear,0.28390400608380634,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.0,12.0,30,4,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,215,671,1874
linear,0.25308799743652344,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,6.0,3.0,30,1,2,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,51,1014,1860
linear,0.21373866498470306,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.8,8.4,28,3,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,144,546,1783
linear,0.30186666051546734,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,48.8,6.1,61,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,112,967,1935
linear,0.34379733602205914,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,61.6,7.7,77,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,121,884,2455
linear,0.43406933546066284,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,21.6,10.8,36,3,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,189,880,2297
linear,0.5334400137265524,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.0,9.0,45,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,204,795,2826
linear,0.3240426580111186,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,60.8,7.6,76,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,63,978,2424
linear,0.20154666403929392,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,56.8,7.1,71,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,109,534,2256
linear,0.42149333159128827,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.6,12.3,41,3,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,171,762,2564
linear,0.27080532908439636,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.4,9.2,46,2,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,106,583,2897
linear,0.48869333664576214,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,21.6,10.8,54,2,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,111,751,3394
linear,0.2712533374627431,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,20.0,10.0,50,2,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,76,515,3184
linear,0.3330879906813304,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,19.6,9.8,49,2,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,75,646,3075
linear,0.21809066335360208,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,54.4,6.8,68,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,90,625,2154
linear,0.3168640037377675,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,22.0,11.0,55,2,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,68,528,3516
linear,0.2762239972750346,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,53.6,6.7,67,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,122,844,2113
linear,0.2635306616624196,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,56.8,7.1,71,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,90,784,2263
linear,0.3436800042788188,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,63.2,7.9,79,1,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,65,944,2514
linear,0.8435840010643005,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.4,12.2,122,1,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,33,1000,7769
linear,1.4399573405583699,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,36.6,18.3,122,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,186,624,7799
linear,0.488074670235316,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,82.4,10.3,206,1,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,114,557,6567
linear,0.6506986618041992,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,28.8,14.4,72,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,235,544,4595
linear,2.813162644704183,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,47.6,23.8,119,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,246,924,7589
linear,0.847157339255015,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.2,12.1,121,1,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,56,1015,7730
linear,0.4567359983921051,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,21.2,10.6,106,1,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,38,595,6735
linear,0.39154133200645447,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.2,8.1,81,2,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,76,580,5130
linear,1.5967680215835571,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,33.9,16.95,113,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,141,845,7217
linear,2.1177066961924234,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,36.0,18.0,120,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,151,977,7621
linear,0.45899733901023865,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.4,9.2,92,1,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,51,630,5858
linear,1.4625386794408162,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,149.6,18.7,187,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,221,975,5968
linear,1.6911253531773884,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,196.0,24.5,245,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,212,860,7812
linear,1.2308799823125203,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,30.8,15.4,77,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,205,938,4875
linear,1.585536003112793,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,31.5,15.75,105,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,161,950,6657
linear,3.4077332814534507,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,50.4,25.2,168,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,131,896,10693
linear,2.1424105962117515,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,60.8,30.4,152,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,243,581,9687
linear,1.028767983118693,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,23.9,11.95,239,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,44,608,15268
linear,1.1807680130004883,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.2,8.1,162,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,50,894,10324
linear,0.9593493342399597,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.0,8.0,160,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,31,850,10195
linear,3.401066700617472,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,378.4,47.3,473,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,211,875,15122
linear,1.0674453179041545,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,20.8,10.4,208,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,27,807,13312
linear,2.532042662302653,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,54.9,27.45,183,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,181,619,11678
linear,1.2902826468149822,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,148.4,18.55,371,1,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,80,1006,11867
linear,1.4440853198369343,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,22.3,11.15,223,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,56,871,14215
linear,1.0516159931818645,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.6,9.3,186,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,59,798,11898
linear,1.6808213392893474,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,314.4,39.3,393,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,220,539,12574
linear,4.041077454884847,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,65.4,32.7,218,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,159,860,13944
linear,2.5352213382720947,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,526.4,65.8,658,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,206,584,21033
linear,7.091050624847412,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,781.6,97.7,977,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,193,942,31250
linear,5.471583843231201,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,133.8,66.9,446,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,175,674,28510
linear,5.1597334543863935,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,90.0,45.0,300,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,160,845,19168
linear,1.3978986740112305,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,33.7,16.85,337,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,27,672,21543
linear,1.5053653717041016,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,39.6,19.8,396,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,26,596,25301
linear,14.552746454874674,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,202.0,101.0,505,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,227,947,32299
linear,10.841408093770346,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,158.4,79.2,396,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,227,937,25336
linear,2.1422719955444336,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,346.4,43.3,866,1,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,111,629,27695
linear,3.895562728246053,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,642.4,80.3,803,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,221,626,25666
linear,3.290175994237264,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,447.2,55.9,559,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,250,828,17873
linear,3.891104062398275,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,57.0,28.5,285,2,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,113,917,18180
linear,3.328298648198446,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,77.4,38.7,387,2,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,109,653,24757
linear,11.087573369344076,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,190.5,95.25,635,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,149,848,40632
linear,4.323072115580241,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,721.2,90.15,1803,1,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,90,645,57686
linear,11.427488327026367,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,175.0,87.5,875,2,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,118,1025,55979
linear,3.6943253676096597,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,55.6,27.8,556,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,37,919,35541
linear,15.060394605000814,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,393.2,196.6,983,4,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,224,532,62899
linear,5.028970718383789,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,95.2,47.6,952,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,40,833,60902
linear,11.710826555887857,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1293.6,161.7,1617,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,208,940,51742
linear,3.7185706297556558,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,53.4,26.7,534,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,59,927,34135
linear,12.286069552103678,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,295.2,147.6,984,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,167,688,62921
linear,12.064287821451822,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,288.0,144.0,960,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,186,603,61389
linear,5.403989315032959,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,95.9,47.95,959,1,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,55,762,61321
linear,7.302154699961345,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1468.0,183.5,1835,2,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,206,593,58705
linear,13.525877316792807,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,221.7,110.85,739,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,159,860,47289
linear,7.243093331654866,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,177.3,88.65,591,3,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,171,685,37774
linear,0.06433066477378209,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,2,20,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,59,1422,179
linear,0.08002133419116338,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,26.4,3.3,1,6,11,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,180,1327,121
linear,0.05778133372465769,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,2,20,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,53,1324,132
linear,0.058826666325330734,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,1,4,20,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,102,1380,79
linear,0.06570666780074437,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,2,20,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,39,1387,253
linear,0.14219733079274496,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,8,5,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,238,1944,166
linear,0.09755733360846837,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,28.8,3.6,2,6,6,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,162,1334,226
linear,0.07650133470694225,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,2,20,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,35,1985,227
linear,0.06515199939409892,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,1,5,16,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,156,1587,29
linear,0.09957333157459895,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,2,6,7,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,181,1176,159
linear,0.08531200140714645,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,1,8,10,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,237,1950,20
linear,0.058783999333779015,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,21.6,2.7,2,1,27,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,30,1780,147
linear,0.06043733408053716,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,28.8,3.6,2,2,18,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,40,1209,197
linear,0.10964266459147136,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,25.6,3.2,2,8,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,237,1109,231
linear,0.09748266637325287,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,2,4,10,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,97,1683,244
linear,0.14171733458836874,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,7.5,3.75,5,5,3,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,257,1333,288
linear,0.17337599893411001,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,5.6,2.8,7,4,2,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,231,1236,432
linear,0.07765333354473114,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,3,2,14,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,44,1378,277
linear,0.18420266608397165,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,25.6,3.2,4,4,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,127,1921,481
linear,0.1556586672862371,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,4,3,7,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,82,1770,447
linear,0.18053333461284637,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,24.0,3.0,4,5,3,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,145,1818,466
linear,0.13617066542307535,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,6.3,3.15,7,3,3,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,174,1132,428
linear,0.09145600100358327,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,3,2,14,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,34,1700,305
linear,0.1835733304421107,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,8.4,4.2,7,4,3,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,198,1606,386
linear,0.11477333307266235,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.4,4.05,3,3,9,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,77,1707,298
linear,0.14967466394106546,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,4,3,7,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,73,1741,415
linear,0.151146670182546,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,3,7,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,201,1289,300
linear,0.17387733360131583,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,24.0,3.0,4,5,3,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,159,1796,425
linear,0.11822933455308278,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.6,4.2,4,3,7,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,66,1216,473
linear,0.13731200496355692,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,6.3,3.15,7,3,3,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,186,1062,442
linear,0.20985599855581918,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,7.2,3.6,12,3,2,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,159,1394,732
linear,0.2838933269182841,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,7.2,3.6,12,3,2,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,175,2020,709
linear,0.1590933303038279,Tesla P4,p2.1.0,8902,maxwell_sgemm_128x32_tn,28.8,3.6,6,4,3,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,116,1306,671
