OPName,Latency,Device,Torch Version,CUDNN Version,Kernel Name,Warps per SM,Blocks per SM,Grid x,Grid y,Grid z,Block x,Block y,Block z,CUDA Version,Kernels,B,M,N,K
linear,23.741717020670574,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1947.5,973.75,475,41,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2561,221,30371
linear,5.770837465922038,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1972.1,986.05,481,41,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2613,60,30735
linear,11.135615984598795,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,6984.0,873.0,873,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2532,189,27912
linear,17.647435506184895,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,2160.0,1080.0,480,45,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2842,176,30689
linear,5.5427625974019366,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,5400.0,675.0,750,18,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2286,122,23988
linear,2.4702399571736655,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,5662.0,707.75,745,19,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2425,6,23827
linear,2.916373332341512,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1557.6,778.8,264,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3740,24,16873
linear,2.8838613828023276,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,5673.6,709.2,591,24,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3072,30,18895
linear,5.162432034810384,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,6926.4,865.8,962,18,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2281,65,30755
linear,6.3670932451883955,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,4901.6,612.7,557,22,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2788,145,17817
linear,35.8529052734375,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,4043.9,2021.95,763,53,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3335,180,48775
linear,14.681887944539389,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,4692.0,2346.0,920,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3246,67,58840
linear,11.27344004313151,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,3723.3,1861.65,591,63,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,4009,63,37802
linear,15.122069358825684,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,2675.1,1337.55,723,37,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2361,129,46260
linear,31.430964787801106,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,18892.8,2361.6,1476,32,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,4076,183,47205
linear,38.839776357014976,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,5416.8,2708.4,888,61,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3865,155,56816
linear,21.69173304239909,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,4008.6,2004.3,786,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3247,126,50302
linear,8.145855903625488,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,3010.4,1505.2,568,53,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3355,54,36307
linear,63.799766540527344,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,5555.0,2777.5,1010,55,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3468,211,64633
linear,7.327744007110596,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,14410.0,1801.25,1441,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3194,41,46109
linear,17.09933916727702,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,3382.5,1691.25,825,41,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2610,119,52753
linear,12.012298901875814,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,16440.4,2055.05,1787,23,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2912,63,57173
linear,4.964448134104411,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,3162.6,1581.3,753,42,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2630,19,48176
linear,51.16878890991211,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,3836.9,1918.45,629,61,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3852,233,40255
linear,15.162037213643393,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,7439.2,929.9,1094,17,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2136,256,34981
linear,0.29916800061861676,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,70.0,8.75,7,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3156,399,197
linear,0.13461333513259888,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,10.4,5.2,1,52,2,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,3279,300,31
linear,0.35874133308728534,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,80.0,10.0,8,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3192,453,254
linear,0.23105067014694214,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,27.2,13.6,4,34,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2126,452,197
linear,0.192330668369929,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.4,12.2,2,61,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3867,279,115
linear,0.2046293318271637,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,55.2,6.9,3,23,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2891,451,95
linear,0.1787626693646113,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,60.0,7.5,5,30,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3814,283,157
linear,0.13689599931240082,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,17.5,8.75,1,35,5,64,1,1,cu121,";maxwell_sgemm_64x64_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,2177,435,14
linear,0.21018667022387186,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,21.6,10.8,2,54,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3426,391,111
linear,0.2310079981883367,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,27.2,13.6,4,34,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2161,431,223
linear,0.1532906691233317,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,48.0,6.0,2,30,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3800,286,56
linear,0.29075199365615845,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,92.8,11.6,8,29,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3638,404,238
linear,0.21889066696166992,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.0,12.0,2,60,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3785,390,84
linear,0.2536960045496623,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,22.8,11.4,2,57,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3610,496,122
linear,0.15200000007947287,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.6,12.3,3,41,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2589,264,144
linear,0.25704532861709595,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,30.0,15.0,6,50,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3172,300,384
linear,0.47964799404144287,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,156.0,19.5,15,26,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3260,429,459
linear,0.2866133252779643,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.5,12.25,7,35,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2207,397,442
linear,0.2792639931042989,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,90.0,11.25,9,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3149,385,263
linear,0.326773335536321,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,28.0,14.0,7,40,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2558,414,421
linear,0.41222400466601056,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,160.0,20.0,16,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3132,348,484
linear,0.3555413285891215,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,49.6,24.8,8,62,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3944,265,482
linear,0.23806933065255484,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,61.2,7.65,9,17,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2085,495,275
linear,0.43957332770029706,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,33.0,16.5,6,55,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3518,502,368
linear,0.24844800432523093,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,29.5,14.75,5,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3722,286,297
linear,0.29893333713213605,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.0,12.5,5,50,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3181,417,289
linear,0.4161066710948944,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,161.2,20.15,13,31,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3853,349,389
linear,0.4434880018234253,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,160.0,20.0,16,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3180,389,510
linear,0.26739198962847394,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,92.4,11.55,11,21,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2570,373,346
linear,0.22982400159041086,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.2,12.6,6,42,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2650,282,376
linear,0.32445865869522095,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,44.0,22.0,11,40,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2517,276,701
linear,0.6487146814664205,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,223.2,27.9,18,31,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3852,419,555
linear,0.4718506634235382,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,240.0,30.0,25,24,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2982,288,778
linear,0.4663680096467336,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,68.6,34.3,14,49,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3103,265,874
linear,0.48314666748046875,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,49.0,24.5,14,35,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2232,377,871
linear,0.4764479994773865,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,248.0,31.0,31,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2496,296,967
linear,0.3805333375930786,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,192.0,24.0,24,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2512,296,755
linear,0.6411093274752299,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,64.4,32.2,14,46,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2884,423,893
linear,0.5994453430175781,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,88.5,44.25,15,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3752,293,949
linear,0.4049600064754486,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,176.8,22.1,17,26,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3208,330,538
linear,0.8389653364817301,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,291.6,36.45,27,27,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3386,441,856
linear,0.9380586544672648,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,94.4,47.2,16,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3720,448,994
linear,0.36244267225265503,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,56.1,28.05,11,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3253,272,677
linear,0.47406933705012005,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,72.8,36.4,13,56,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3557,279,810
linear,0.2895360092322032,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,42.0,21.0,10,42,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2663,270,621
linear,1.61133869489034,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,506.0,63.25,55,23,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2915,417,1729
linear,0.9993279973665873,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,322.0,40.25,35,23,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2929,450,1091
linear,0.9555199940999349,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,79.8,39.9,19,42,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2663,452,1185
linear,1.3650026718775432,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,111.0,55.5,30,37,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2365,371,1881
linear,1.1737173398335774,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,504.0,63.0,63,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2545,283,1992
linear,2.0045759677886963,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,152.5,76.25,25,61,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3855,419,1576
linear,1.3238719701766968,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,108.0,54.0,24,45,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2847,407,1524
linear,1.829045335451762,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,604.8,75.6,56,27,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3395,381,1766
linear,2.1158613363901773,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,126.9,63.45,27,47,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2994,490,1669
linear,1.5217493772506714,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,488.0,61.0,61,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2521,380,1936
linear,1.3771626551946003,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,112.1,56.05,19,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3728,442,1188
linear,1.3545279900232952,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,154.0,77.0,28,55,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3490,296,1766
linear,2.240618626276652,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,780.8,97.6,61,32,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,4032,374,1944
linear,1.4047893285751343,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,492.0,61.5,41,30,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3764,374,1281
linear,1.492682655652364,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,393.6,49.2,41,24,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3052,465,1307
linear,4.559914747873942,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,264.6,132.3,54,49,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3115,403,3448
linear,2.3805972735087075,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,201.4,100.7,38,53,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3334,317,2382
linear,4.846218585968018,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,247.8,123.9,42,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3722,472,2656
linear,4.39792013168335,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,281.6,140.8,44,64,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,4073,358,2785
linear,2.545237382253011,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,266.6,133.3,43,62,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3908,264,2732
linear,3.491039991378784,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,784.0,98.0,98,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2543,471,3127
linear,3.1313066482543945,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,258.3,129.15,41,63,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3973,308,2566
linear,1.931882659594218,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,119.0,59.5,34,35,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2188,477,2147
linear,1.980405330657959,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,176.3,88.15,41,43,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2732,294,2591
linear,7.307999928792317,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,313.5,156.75,55,57,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3638,473,3500
linear,3.6715733210245767,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,196.8,98.4,48,41,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2571,462,3037
linear,3.7752320766448975,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,275.4,137.7,54,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3250,317,3428
linear,1.9978986581166585,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,189.0,94.5,35,54,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3427,312,2234
linear,4.296298821767171,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,225.7,112.85,61,37,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2351,438,3887
linear,8.847871780395508,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,354.0,177.0,60,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3723,487,3833
linear,12.020853678385416,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,418.2,209.1,82,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3233,501,5199
linear,3.66430934270223,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1469.6,183.7,167,22,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2800,299,5344
linear,11.073055903116861,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,405.9,202.95,123,33,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2080,446,7812
linear,18.59440040588379,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,689.7,344.85,121,57,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3602,421,7689
linear,4.5250773429870605,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1346.4,168.3,153,22,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2772,400,4890
linear,14.18944009145101,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,601.6,300.8,128,47,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3000,409,8138
linear,6.028181393941243,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,2570.4,321.3,238,27,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3446,281,7592
linear,15.356234550476074,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,581.4,290.7,114,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3217,422,7243
linear,8.14085324605306,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,439.9,219.95,83,53,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3353,348,5270
linear,9.045120239257812,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,420.0,210.0,120,35,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2220,364,7623
linear,5.74563201268514,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1540.0,192.5,154,25,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3188,417,4911
linear,10.304586410522461,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,473.0,236.5,86,55,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3471,402,5453
linear,5.501952012379964,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,1592.0,199.0,199,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2534,404,6340
linear,10.88426653544108,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,2380.8,297.6,186,32,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,4042,481,5929
linear,9.400437355041504,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,421.4,210.7,98,43,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2742,404,6222
linear,18.386058171590168,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,780.0,390.0,200,39,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2483,375,12758
linear,14.63696002960205,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,760.2,380.1,181,42,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2626,306,11581
linear,9.538559913635254,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,597.7,298.85,139,43,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2740,271,8844
linear,17.794410705566406,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1143.0,571.5,254,45,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2848,260,16194
linear,9.31545607248942,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,2454.8,306.85,361,17,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2154,446,11521
linear,41.07909266153971,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1234.2,617.1,242,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3203,475,15481
linear,28.56597328186035,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,836.4,418.2,204,41,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2565,489,13025
linear,10.267722765604654,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,3872.0,484.0,484,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2497,318,15474
linear,21.60523796081543,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,4692.0,586.5,391,30,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3819,509,12502
linear,9.247712135314941,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,3032.4,379.05,399,19,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2404,327,12755
linear,9.33403746287028,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,2376.0,297.0,297,20,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2526,438,9488
linear,17.579988479614258,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,996.4,498.2,212,47,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2960,295,13552
linear,24.797141393025715,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,855.7,427.85,199,43,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2690,428,12716
linear,23.644320170084637,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1295.8,647.9,209,62,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3906,294,13350
linear,18.120896021525066,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,539.0,269.5,154,35,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2206,478,9838
linear,32.6832529703776,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1457.5,728.75,275,53,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3349,354,17552
linear,28.284042994181316,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1079.1,539.55,327,33,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,2081,382,20870
linear,46.76693344116211,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,2034.9,1017.45,357,57,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3589,369,22796
linear,54.91917928059896,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1636.6,818.3,334,49,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3135,497,21347
linear,39.56504440307617,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,13068.8,1633.6,1021,32,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,4033,352,32661
linear,37.549930572509766,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,1825.8,912.9,358,51,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3206,324,22891
linear,12.079786618550619,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,3921.6,490.2,516,19,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2412,366,16489
linear,33.361620585123696,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,12180.0,1522.5,1015,30,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,3827,291,32463
linear,16.552128473917644,Tesla P4,p2.1.0,8902,maxwell_sgemm_32x128_tn,5078.4,634.8,552,23,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,2903,348,17656
linear,69.10833994547527,Tesla P4,p2.1.0,8902,maxwell_sgemm_64x64_tn,2660.9,1330.45,451,59,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,3761,391,28846
