OPName,Latency,Device,Torch Version,CUDNN Version,Kernel Name,Warps per SM,Blocks per SM,Grid x,Grid y,Grid z,Block x,Block y,Block z,CUDA Version,B,H,large
softmax,0.2502848029136658,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",942.0,58.875,4710,1,1,512,1,1,cu121,4710,3453,True
softmax,0.3798271954059601,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1313.2,82.075,6566,1,1,512,1,1,cu121,6566,3991,True
softmax,0.2561984002590179,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1150.2,71.8875,5751,1,1,512,1,1,cu121,5751,2678,True
softmax,0.2120575994253158,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",891.0,55.6875,4455,1,1,512,1,1,cu121,4455,2572,True
softmax,0.3218751966953277,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1133.4,70.8375,5667,1,1,512,1,1,cu121,5667,3761,True
softmax,0.3182335972785949,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1233.0,77.0625,6165,1,1,512,1,1,cu121,6165,3471,True
softmax,0.4072960019111633,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1419.0,88.6875,7095,1,1,512,1,1,cu121,7095,3885,True
softmax,0.2920960068702697,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1011.6,63.225,5058,1,1,512,1,1,cu121,5058,3835,True
softmax,0.2773248076438904,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",930.2,58.1375,4651,1,1,512,1,1,cu121,4651,4026,True
softmax,0.2591999948024749,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1505.8,94.1125,7529,1,1,512,1,1,cu121,7529,2138,True
softmax,0.2776575982570648,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1092.8,68.3,5464,1,1,512,1,1,cu121,5464,3171,True
softmax,0.2675904095172882,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1030.6,64.4125,5153,1,1,512,1,1,cu121,5153,3235,True
softmax,0.1699711978435516,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",893.8,55.8625,4469,1,1,512,1,1,cu121,4469,2298,True
softmax,0.3194943964481354,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1131.0,70.6875,5655,1,1,512,1,1,cu121,5655,3677,True
softmax,0.307232004404068,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1630.4,101.9,8152,1,1,512,1,1,cu121,8152,2356,True
softmax,0.3160640001296997,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1090.4,68.15,5452,1,1,512,1,1,cu121,5452,3842,True
softmax,0.4042304039001465,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1448.6,90.5375,7243,1,1,512,1,1,cu121,7243,3647,True
softmax,0.3602688014507293,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1476.0,92.25,7380,1,1,512,1,1,cu121,7380,3161,True
softmax,0.2606080055236816,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1158.4,72.4,5792,1,1,512,1,1,cu121,5792,2802,True
softmax,0.2014911979436874,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",825.2,51.575,4126,1,1,512,1,1,cu121,4126,2704,True
softmax,0.2151488035917282,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1176.2,73.5125,5881,1,1,512,1,1,cu121,5881,2085,True
softmax,0.3798207998275756,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1565.4,97.8375,7827,1,1,512,1,1,cu121,7827,3109,True
softmax,0.2911359965801239,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1316.4,82.275,6582,1,1,512,1,1,cu121,6582,2951,True
softmax,0.3394815921783447,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1304.8,81.55,6524,1,1,512,1,1,cu121,6524,3148,True
softmax,0.2236864000558853,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1014.4,63.4,5072,1,1,512,1,1,cu121,5072,2749,True
softmax,0.2243263989686966,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1186.2,74.1375,5931,1,1,512,1,1,cu121,5931,2235,True
softmax,0.1569344013929367,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",162.8,40.7,3256,1,1,32,4,1,cu121,13021,984,True
softmax,0.126758399605751,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",131.95,32.9875,2639,1,1,32,4,1,cu121,10554,944,True
softmax,0.1131903991103172,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",152.1,38.025,3042,1,1,32,4,1,cu121,12166,728,True
softmax,0.1016767993569374,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",148.4,37.1,2968,1,1,32,4,1,cu121,11872,570,True
softmax,0.1029696002602577,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",130.65,32.6625,2613,1,1,32,4,1,cu121,10450,633,True
softmax,0.1412288039922714,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",131.75,32.9375,2635,1,1,32,4,1,cu121,10537,899,True
softmax,0.1271871984004974,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",107.8,26.95,2156,1,1,32,4,1,cu121,8624,947,True
softmax,0.1042495980858802,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",178.55,44.6375,3571,1,1,32,4,1,cu121,14282,568,True
softmax,0.0876287996768951,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",124.15,31.0375,2483,1,1,32,4,1,cu121,9929,588,True
softmax,0.1496575981378555,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",200.1,50.025,4002,1,1,32,4,1,cu121,16005,674,True
softmax,0.0922368004918098,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",108.6,27.15,2172,1,1,32,4,1,cu121,8687,663,True
softmax,0.1337536007165908,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",177.25,44.3125,3545,1,1,32,4,1,cu121,14177,657,True
softmax,0.1120447978377342,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",118.6,29.65,2372,1,1,32,4,1,cu121,9487,763,True
softmax,0.0813120007514953,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",118.2,29.55,2364,1,1,32,4,1,cu121,9455,525,True
softmax,0.1389183968305588,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",187.7,46.925,3754,1,1,32,4,1,cu121,15016,666,True
softmax,0.1596160024404525,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",139.8,34.95,2796,1,1,32,4,1,cu121,11181,994,True
softmax,0.1283327966928482,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",131.1,32.775,2622,1,1,32,4,1,cu121,10488,819,True
softmax,0.2020927965641021,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",198.7,49.675,3974,1,1,32,4,1,cu121,15896,934,True
softmax,0.1896383970975876,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",171.5,42.875,3430,1,1,32,4,1,cu121,13719,967,True
softmax,0.1047359988093376,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",105.15,26.2875,2103,1,1,32,4,1,cu121,8409,806,True
softmax,0.0909824013710021,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",125.2,31.3,2504,1,1,32,4,1,cu121,10015,672,True
softmax,0.0814336001873016,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",114.7,28.675,2294,1,1,32,4,1,cu121,9176,545,True
softmax,0.1126783996820449,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",137.95,34.4875,2759,1,1,32,4,1,cu121,11036,677,True
softmax,0.1176704004406929,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",104.65,26.1625,2093,1,1,32,4,1,cu121,8371,918,True
softmax,0.2024831980466842,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",189.2,47.3,3784,1,1,32,4,1,cu121,15133,978,True
softmax,0.1467839986085891,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",155.25,38.8125,3105,1,1,32,4,1,cu121,12420,826,True
softmax,0.1612352043390274,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",149.0,37.25,2980,1,1,32,4,1,cu121,11917,946,True
softmax,0.1272256016731262,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",134.55,33.6375,2691,1,1,32,4,1,cu121,10762,791,True
softmax,0.1312000036239624,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",121.25,30.3125,2425,1,1,32,4,1,cu121,9699,899,True
softmax,0.1133952006697654,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",128.05,32.0125,2561,1,1,32,4,1,cu121,10243,729,True
softmax,0.1205056026577949,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",184.45,46.1125,3689,1,1,32,4,1,cu121,14753,570,True
softmax,0.1546175986528396,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",147.25,36.8125,2945,1,1,32,4,1,cu121,11779,914,True
softmax,0.0897408008575439,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",140.05,35.0125,2801,1,1,32,4,1,cu121,11202,592,True
softmax,0.2196416020393371,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",198.35,49.5875,3967,1,1,32,4,1,cu121,15867,1001,True
softmax,0.1759167999029159,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",166.55,41.6375,3331,1,1,32,4,1,cu121,13324,927,True
softmax,0.140633600950241,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",180.35,45.0875,3607,1,1,32,4,1,cu121,14426,681,True
softmax,0.1248255997896194,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",113.6,28.4,2272,1,1,32,4,1,cu121,9088,893,True
softmax,0.1324224025011062,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",189.3,47.325,3786,1,1,32,4,1,cu121,15143,712,True
softmax,0.1024831980466842,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",157.7,39.425,3154,1,1,32,4,1,cu121,12615,624,True
softmax,0.0828671991825103,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",123.8,30.95,2476,1,1,32,4,1,cu121,9903,592,True
softmax,0.1477119982242584,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",176.7,44.175,3534,1,1,32,4,1,cu121,14135,856,True
softmax,0.1016512006521224,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",108.15,27.0375,2163,1,1,32,4,1,cu121,8652,758,True
softmax,0.1292031973600387,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",160.2,40.05,3204,1,1,32,4,1,cu121,12816,679,True
softmax,0.0927040010690689,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",124.25,31.0625,2485,1,1,32,4,1,cu121,9937,579,True
softmax,0.0911808013916015,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",145.8,36.45,2916,1,1,32,4,1,cu121,11664,524,True
softmax,0.1363328009843826,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",165.75,41.4375,3315,1,1,32,4,1,cu121,13257,705,True
softmax,0.09617919921875,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",143.75,35.9375,2875,1,1,32,4,1,cu121,11498,546,True
softmax,0.1323264002799987,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",151.65,37.9125,3033,1,1,32,4,1,cu121,12130,788,True
softmax,0.0845439985394477,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",119.85,29.9625,2397,1,1,32,4,1,cu121,9586,558,True
softmax,0.1291200011968612,Tesla V100-PCIE-32GB,p2.1.0,8902,"void (anonymous namespace)::softmax_warp_forward<float, float, float, 10, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",201.5,50.375,4030,1,1,32,4,1,cu121,16119,559,True
softmax,0.2215104013681411,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",898.0,112.25,8980,1,1,256,1,1,cu121,8980,1669,True
softmax,0.2371264010667801,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",972.0,121.5,9720,1,1,256,1,1,cu121,9720,1657,True
softmax,0.2094399958848953,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",833.1,104.1375,8331,1,1,256,1,1,cu121,8331,1755,True
softmax,0.3315007984638214,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1281.9,160.2375,12819,1,1,256,1,1,cu121,12819,1840,True
softmax,0.2729087948799133,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1138.5,142.3125,11385,1,1,256,1,1,cu121,11385,1669,True
softmax,0.3469119966030121,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1459.3,182.4125,14593,1,1,256,1,1,cu121,14593,1753,True
softmax,0.1944959968328476,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1031.5,128.9375,10315,1,1,256,1,1,cu121,10315,1224,True
softmax,0.3557503998279571,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1362.1,170.2625,13621,1,1,256,1,1,cu121,13621,1859,True
softmax,0.2165055990219116,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",984.7,123.0875,9847,1,1,256,1,1,cu121,9847,1332,True
softmax,0.2294143974781036,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",858.1,107.2625,8581,1,1,256,1,1,cu121,8581,1807,True
softmax,0.2761280000209808,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1600.7,200.0875,16007,1,1,256,1,1,cu121,16007,1101,True
softmax,0.2554112017154694,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1294.6,161.825,12946,1,1,256,1,1,cu121,12946,1355,True
softmax,0.2931008040904999,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1067.5,133.4375,10675,1,1,256,1,1,cu121,10675,1973,True
softmax,0.1782335996627807,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",948.3,118.5375,9483,1,1,256,1,1,cu121,9483,1216,True
softmax,0.2535935938358307,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1198.7,149.8375,11987,1,1,256,1,1,cu121,11987,1466,True
softmax,0.2209407985210418,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1050.0,131.25,10500,1,1,256,1,1,cu121,10500,1354,True
softmax,0.3666495978832245,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1378.6,172.325,13786,1,1,256,1,1,cu121,13786,1941,True
softmax,0.2509823977947235,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1034.2,129.275,10342,1,1,256,1,1,cu121,10342,1719,True
softmax,0.312006402015686,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1295.8,161.975,12958,1,1,256,1,1,cu121,12958,1762,True
softmax,0.2520000040531158,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1525.2,190.65,15252,1,1,256,1,1,cu121,15252,1106,True
softmax,0.3058944046497345,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1454.3,181.7875,14543,1,1,256,1,1,cu121,14543,1514,True
softmax,0.2013375997543335,Tesla V100-PCIE-32GB,p2.1.0,8902,"void at::native::(anonymous namespace)::cunn_SoftMaxForward<4, float, float, float, at::native::(anonymous namespace)::SoftMaxForwardEpilogue>(float*, float const*, int)",1161.4,145.175,11614,1,1,256,1,1,cu121,11614,1178,True
